City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
339,College,US,64.86,-147.8,10.99,76,40,3.36,scattered clouds
340,Pacific Grove,US,36.62,-121.92,61.0,35,1,8.39,clear sky
341,Odweyne,SO,9.41,45.06,71.22,66,0,5.48,clear sky
342,Gladstone,AU,-23.85,151.25,69.8,77,40,1.12,scattered clouds
343,Kerman,IR,30.28,57.08,57.2,19,75,6.93,broken clouds
344,Ramgarh,IN,23.63,85.52,57.2,82,0,3.62,haze
345,Mayya,RU,61.73,130.28,-32.8,73,100,4.47,mist
346,Port Blair,IN,11.67,92.75,80.62,79,0,14.0,clear sky
347,Tukrah,LY,32.53,20.58,60.94,64,0,10.22,clear sky
348,Bichena,ET,10.45,38.2,58.08,68,49,3.6,scattered clouds
349,Nizwa,OM,22.93,57.53,58.66,68,0,0.47,clear sky
350,Christchurch,NZ,-43.53,172.63,57.99,82,100,14.99,overcast clouds
351,Kavaratti,IN,10.57,72.64,82.24,68,0,1.97,clear sky
352,Russell,US,32.35,-85.2,59.0,93,90,9.17,moderate rain
353,Havoysund,NO,71.0,24.66,41.0,74,20,25.28,moderate rain
354,Fortuna,US,40.6,-124.16,55.0,81,49,1.01,scattered clouds
355,Aklavik,CA,68.22,-135.01,-2.2,84,100,4.7,overcast clouds
356,Strezhevoy,RU,60.73,77.59,-4.0,83,75,5.48,broken clouds
357,Pleshanovo,RU,52.83,53.48,15.87,96,37,5.01,scattered clouds
358,Birao,CF,10.28,22.79,73.18,26,0,4.9,clear sky
359,Khuzhir,RU,53.19,107.34,17.15,87,98,10.6,overcast clouds
360,Ust-Nera,RU,64.57,143.2,-17.07,79,54,3.2,broken clouds
361,Mareeba,AU,-17.0,145.43,75.2,88,40,4.7,scattered clouds
362,Tasiilaq,GL,65.61,-37.64,12.2,61,0,3.36,clear sky
363,Balkhash,KZ,46.84,74.98,6.55,91,17,8.5,few clouds
364,Salalah,OM,17.02,54.09,78.8,69,75,5.82,broken clouds
365,Pacifica,US,37.61,-122.49,59.0,58,1,5.82,clear sky
366,Bardiyah,LY,31.76,25.09,62.92,51,0,7.52,clear sky
367,Nome,US,64.5,-165.41,15.8,61,1,4.7,clear sky
368,Valparaiso,CL,-33.04,-71.63,80.6,44,0,16.11,clear sky
369,Rincon,US,32.3,-81.24,64.4,88,90,6.93,light rain
370,Mamakan,RU,57.82,114.0,-7.47,84,90,1.97,overcast clouds
371,Kaitangata,NZ,-46.28,169.85,52.0,87,100,4.0,light rain
372,Malartic,CA,48.13,-78.13,35.6,80,90,5.82,overcast clouds
373,Libreville,GA,0.39,9.45,82.4,83,40,8.05,scattered clouds
374,Maceio,BR,-9.67,-35.74,80.6,65,40,13.87,scattered clouds
375,Eenhana,NA,-17.47,16.33,82.4,65,34,2.24,scattered clouds
376,Zvishavane,ZW,-20.33,30.07,71.89,75,100,1.16,overcast clouds
377,Shimoda,JP,34.67,138.95,51.89,70,0,4.63,clear sky
378,San Jose Del Palmar,CO,4.97,-76.23,80.6,54,20,6.93,few clouds
379,North Bend,US,43.41,-124.22,57.0,66,1,6.93,clear sky
380,Kikwit,CD,-5.04,18.82,70.9,93,93,2.35,overcast clouds
381,Villa Union,MX,23.2,-106.23,84.2,51,5,5.82,clear sky
382,Nemuro,JP,43.32,145.57,33.17,89,33,9.8,scattered clouds
383,Portlethen,GB,57.05,-2.13,30.2,100,98,1.12,overcast clouds
384,Ndele,CF,8.41,20.65,77.58,30,94,4.47,overcast clouds
385,Yuxia,CN,34.06,108.63,39.99,77,84,6.71,mist
386,Grabouw,ZA,-34.15,19.02,62.6,77,0,18.34,clear sky
387,Vallenar,CL,-28.57,-70.76,87.55,23,0,8.99,clear sky
388,Basoko,CD,1.24,23.62,71.67,91,69,3.49,broken clouds
389,Port Hedland,AU,-20.32,118.57,78.8,88,0,9.17,clear sky
390,Saint-Francois,FR,46.42,3.91,37.4,97,90,6.93,overcast clouds
391,Kouango,CF,4.99,19.96,76.91,50,52,1.95,broken clouds
392,Mogadishu,SO,2.04,45.34,80.19,78,0,13.73,clear sky
393,Sao Felix Do Xingu,BR,-6.64,-51.99,85.12,67,100,1.05,moderate rain
394,Neiafu,TO,-18.65,-173.98,77.0,88,75,3.36,broken clouds
395,Mwinilunga,ZM,-11.74,24.43,63.73,92,13,1.79,few clouds
396,Warren,US,39.43,-84.17,55.0,52,1,4.7,clear sky
397,Vila Velha,BR,-20.33,-40.29,82.4,69,20,11.41,few clouds
398,Iskateley,RU,67.68,53.15,19.94,95,100,17.45,overcast clouds
399,Tabas,IR,33.6,56.92,59.0,47,52,2.24,broken clouds
400,Coolum Beach,AU,-26.53,153.1,75.0,83,52,1.01,broken clouds
401,Sao Joao Do Piaui,BR,-8.36,-42.25,87.04,42,100,5.5,overcast clouds
402,Nuuk,GL,64.18,-51.72,28.4,92,100,17.22,heavy snow
403,Nazas,MX,25.23,-104.13,71.76,29,0,6.04,clear sky
404,Yangjiang,CN,21.85,111.97,64.06,58,100,10.6,overcast clouds
405,Nchelenge,ZM,-9.35,28.73,73.72,82,16,9.4,light rain
406,Sokolo,ML,14.73,-6.12,80.92,18,100,9.6,overcast clouds
407,Marsa Matruh,EG,31.35,27.25,57.2,71,40,8.72,scattered clouds
408,Pakxe,LA,15.12,105.78,70.07,79,100,4.29,overcast clouds
409,Escarcega,MX,18.61,-90.75,91.11,42,0,2.26,clear sky
410,Mae Sai,TH,20.43,99.88,61.0,100,0,1.12,clear sky
411,Bairiki,KI,1.33,172.98,82.4,74,20,18.34,few clouds
412,Jiwani,PK,25.05,61.74,72.68,46,0,3.85,clear sky
413,Leningradskiy,RU,69.38,178.42,7.57,92,100,15.57,overcast clouds
414,Los Llanos De Aridane,ES,28.66,-17.92,66.2,55,20,6.93,few clouds
415,Sinnamary,GF,5.38,-52.95,82.6,76,23,11.01,few clouds
416,Olafsvik,IS,64.89,-23.71,31.69,93,65,15.93,broken clouds
417,Novaya Ladoga,RU,60.1,32.3,28.99,80,95,11.07,overcast clouds
418,Birin,NP,26.89,88.07,49.21,83,0,3.65,clear sky
419,Sao Filipe,CV,14.9,-24.5,74.86,67,94,12.5,overcast clouds
420,Evensk,RU,61.95,159.23,10.36,77,8,9.6,clear sky
421,Lulea,SE,65.58,22.15,28.4,92,40,12.75,scattered clouds
422,Safford,US,32.83,-109.71,57.0,28,1,4.7,clear sky
423,Maltahohe,NA,-24.83,16.98,71.02,20,0,17.54,clear sky
424,Stutterheim,ZA,-32.57,27.42,54.5,90,84,3.74,broken clouds
425,Constitucion,CL,-35.33,-72.42,66.6,47,0,19.33,clear sky
426,Champerico,GT,14.3,-91.92,89.6,55,20,9.17,few clouds
427,Maksatikha,RU,57.8,35.88,36.41,91,100,11.27,overcast clouds
428,Dolores,AR,-36.31,-57.68,84.78,33,99,11.48,overcast clouds
429,Nelson Bay,AU,-32.72,152.15,66.0,88,75,11.41,broken clouds
430,Kanelovskaya,RU,46.59,39.19,40.96,92,26,10.67,scattered clouds
431,Nouakchott,MR,18.09,-15.98,69.8,73,100,8.05,overcast clouds
432,Tabou,CI,4.42,-7.35,79.14,82,45,5.01,scattered clouds
433,La Romana,DO,18.43,-68.97,84.2,70,40,4.7,scattered clouds
434,Ieper,BE,50.85,2.89,37.0,91,0,3.94,clear sky
435,Shepsi,RU,44.04,39.15,53.42,43,0,4.07,clear sky
436,Sergeyevka,KZ,53.88,67.42,3.42,94,100,4.7,overcast clouds
437,Kostyantynivka,UA,48.53,37.71,40.64,88,93,11.83,overcast clouds
438,Pasni,PK,25.26,63.47,73.56,48,0,3.89,clear sky
439,Young,UY,-32.68,-57.63,84.99,59,2,1.01,clear sky
440,Maple Creek,CA,49.92,-109.48,33.8,59,10,20.8,clear sky
441,Turan,VN,16.07,108.22,71.6,94,90,17.22,light rain
442,Caravelas,BR,-17.71,-39.25,77.52,74,95,7.94,overcast clouds
443,Dhidhdhoo,MV,6.88,73.1,83.03,71,14,8.3,few clouds
444,Yueyang,CN,29.33,113.09,41.83,87,0,5.46,clear sky
445,Babstovo,RU,48.12,132.48,11.91,86,96,8.5,light snow
446,Rio Grande,BR,-32.03,-52.1,87.8,48,40,14.99,scattered clouds
447,Linqiong,CN,30.42,103.46,48.99,100,40,2.24,mist
448,Touros,BR,-5.2,-35.46,82.4,69,40,18.34,scattered clouds
449,Alegrete,BR,-29.78,-55.79,87.75,46,27,5.28,scattered clouds
450,Khorixas,NA,-20.37,14.97,72.12,33,0,11.41,clear sky
451,Leshan,CN,29.56,103.76,49.44,81,100,3.49,overcast clouds
452,Canberra,AU,-35.28,149.13,57.2,76,90,10.29,overcast clouds
453,Noyabrsk,RU,63.2,75.45,7.36,93,100,11.52,overcast clouds
454,Sakakah,SA,29.97,40.21,57.2,67,0,5.82,clear sky
455,Babu,CN,24.42,111.52,45.9,78,0,5.86,clear sky
456,Taltal,CL,-25.4,-70.48,68.41,55,22,7.23,few clouds
457,Vestmanna,FO,62.16,-7.17,44.6,75,64,21.92,light rain
458,Bubaque,GW,11.28,-15.83,81.84,51,54,9.31,broken clouds
459,Mujiayingzi,CN,42.12,118.78,3.74,86,0,6.67,clear sky
460,Grand Forks,US,47.94,-97.43,28.4,58,20,18.34,few clouds
461,Dumka,IN,24.27,87.25,62.65,44,0,5.03,clear sky
462,Ashqelon,IL,31.67,34.57,59.0,82,0,2.24,clear sky
463,The Valley,AI,18.22,-63.06,84.2,65,20,9.17,few clouds
464,Mahina,PF,-17.51,-149.49,86.0,70,20,14.99,few clouds
465,Muisne,EC,0.6,-80.03,84.2,70,75,11.41,broken clouds
466,Yumen,CN,40.28,97.2,17.64,86,51,1.21,broken clouds
467,Guarapari,BR,-20.67,-40.5,82.4,69,20,11.41,few clouds
468,Hvide Sande,DK,56.0,8.13,34.0,82,0,3.29,clear sky
469,Zyryanka,RU,65.75,150.85,-16.19,88,59,5.26,broken clouds
470,Vostochnyy,RU,55.82,37.87,37.4,93,90,17.9,mist
471,Kachiry,KZ,53.07,76.1,9.52,96,100,6.91,overcast clouds
472,Bangassou,CF,4.74,22.82,72.59,72,20,2.59,few clouds
473,Atasu,KZ,48.68,71.64,-0.38,93,91,5.64,overcast clouds
474,Norton Shores,US,43.17,-86.26,48.2,66,75,10.29,broken clouds
475,Katsuura,JP,35.13,140.3,46.4,65,75,9.17,broken clouds
476,Zasheyek,RU,67.41,32.55,24.01,97,100,10.22,overcast clouds
477,Doha,QA,25.29,51.53,75.2,73,0,3.36,clear sky
478,Oskarshamn,SE,57.26,16.45,32.0,89,98,1.99,overcast clouds
479,Ko Samui,TH,9.54,99.94,81.93,77,87,23.17,overcast clouds
480,Labuhan,ID,-6.88,112.21,75.88,89,100,9.69,overcast clouds
481,Hirara,JP,24.8,125.28,68.99,72,23,27.94,few clouds
482,Erenhot,CN,43.65,111.98,2.71,91,0,4.03,clear sky
483,Victor Harbor,AU,-35.57,138.62,52.0,87,48,7.83,scattered clouds
484,Quiruvilca,PE,-7.97,-78.2,45.45,94,99,3.4,moderate rain
485,Filadelfia,US,39.95,-75.16,55.99,30,20,8.05,few clouds
486,Thessalon,CA,46.25,-83.57,46.4,65,40,5.82,scattered clouds
487,Mildura,AU,-34.2,142.15,59.0,58,12,6.93,few clouds
488,Padang,ID,-0.95,100.35,77.0,74,65,3.67,broken clouds
489,Melilla,ES,35.29,-2.94,62.6,88,20,5.82,few clouds
490,Orlik,RU,52.52,99.83,-6.99,78,37,1.77,scattered clouds
491,Orocue,CO,4.79,-71.34,85.46,64,18,5.44,few clouds
492,Arkhara,RU,49.42,130.08,8.04,95,100,6.6,overcast clouds
493,Meadow Lake,US,34.8,-106.54,53.01,36,1,4.7,clear sky
494,Dauphin,CA,51.15,-100.05,24.8,92,1,10.29,clear sky
495,Khandbari,NP,27.37,87.2,56.5,48,0,2.66,clear sky
496,Porto Belo,BR,-27.16,-48.55,84.99,78,0,12.75,clear sky
497,Fort Walton Beach,US,30.41,-86.62,68.0,100,90,4.7,light rain
498,Idrinskoye,RU,54.37,92.14,-3.39,88,14,1.77,few clouds
499,Najran,SA,17.49,44.13,75.2,38,75,2.84,broken clouds
500,Barguzin,RU,53.62,109.62,4.69,88,95,1.95,overcast clouds
501,Marsh Harbour,BS,26.54,-77.06,77.79,67,98,9.66,overcast clouds
502,Broken Hill,AU,-31.95,141.43,60.8,38,2,2.24,clear sky
503,Narasannapeta,IN,18.42,84.05,69.42,65,0,5.99,clear sky
504,San Patricio,US,28.02,-97.52,68.0,82,1,16.11,clear sky
505,Watsa,CD,3.04,29.54,65.84,89,95,2.64,overcast clouds
506,Ulaanbaatar,MN,47.91,106.88,-16.6,68,0,1.97,clear sky
507,Bonthe,SL,7.53,-12.51,79.38,82,74,5.5,broken clouds
508,Puerto Narino,CO,-3.77,-70.38,89.6,59,40,4.7,scattered clouds
509,Henties Bay,NA,-22.12,14.28,57.99,90,5,2.77,clear sky
510,Zakamensk,RU,50.37,103.29,-2.13,85,36,2.35,scattered clouds
511,Mount Isa,AU,-20.73,139.5,77.0,41,0,4.59,clear sky
512,Ornskoldsvik,SE,63.29,18.72,24.8,100,91,6.93,overcast clouds
513,Moree,AU,-29.47,149.85,77.0,31,100,5.82,overcast clouds
514,Trujillo,PE,-8.12,-79.03,68.0,77,40,14.99,mist
515,Yatou,CN,37.15,122.38,32.67,90,39,6.02,light rain
516,Isabela,PH,6.71,121.97,78.93,80,100,1.52,overcast clouds
517,Tual,ID,-5.67,132.75,84.04,65,100,3.83,overcast clouds
518,Tonantins,BR,-2.87,-67.8,85.28,77,86,1.19,moderate rain
519,Vanderhoof,CA,54.02,-124.02,30.83,94,100,5.41,overcast clouds
520,Port Said,EG,31.26,32.28,64.4,72,0,3.36,clear sky
521,Port Macquarie,AU,-31.43,152.92,70.0,71,83,1.99,broken clouds
522,Bodden Town,KY,19.28,-81.25,82.4,78,20,9.17,few clouds
523,Pingliang,CN,35.54,106.69,26.71,91,100,2.26,overcast clouds
524,Deder,ET,9.32,41.45,54.61,65,0,1.61,clear sky
525,Kiunga,PG,-6.12,141.29,73.83,98,99,0.38,light rain
526,Meulaboh,ID,4.14,96.13,76.12,89,70,3.69,broken clouds
527,Morant Bay,JM,17.88,-76.41,86.0,62,20,23.04,few clouds
528,Puerto Colombia,CO,10.99,-74.95,80.6,88,75,6.93,heavy intensity rain
529,Paamiut,GL,61.99,-49.67,28.0,86,11,12.06,few clouds
530,Morondava,MG,-20.28,44.28,80.04,86,60,6.85,broken clouds
531,Lillooet,CA,50.69,-121.94,37.99,67,75,1.99,broken clouds
532,Cleveland,US,41.5,-81.7,53.6,32,1,11.41,clear sky
533,Nabire,ID,-3.37,135.48,76.48,90,100,3.0,moderate rain
534,Sorong,ID,-0.88,131.25,80.49,83,100,12.62,moderate rain
535,Soyo,AO,-6.13,12.37,79.5,86,100,6.35,overcast clouds
536,Tokonou,GN,9.65,-9.78,78.19,41,68,2.46,broken clouds
537,Jiuquan,CN,39.74,98.52,20.1,85,89,0.07,overcast clouds
538,Patiya,BD,22.29,91.98,63.72,90,0,3.69,clear sky
539,Cochrane,CA,51.18,-114.47,37.99,40,90,10.29,overcast clouds
540,Jacareacanga,BR,-6.22,-57.75,87.01,60,100,2.44,overcast clouds
541,San Quintin,MX,30.48,-115.95,68.56,31,0,6.62,clear sky
542,Chaohu,CN,31.6,117.87,33.8,100,0,4.47,mist
543,Phangnga,TH,8.45,98.53,78.8,83,20,6.93,moderate rain
544,Collie,AU,-33.37,116.15,51.01,86,99,10.0,overcast clouds
545,Banff,CA,51.18,-115.57,30.2,57,100,12.75,overcast clouds
546,Canutama,BR,-6.53,-64.38,92.34,47,97,3.51,heavy intensity rain
547,Kutum,SD,14.2,24.67,61.18,27,0,7.92,clear sky
548,San Andres,CO,12.58,-81.7,75.2,94,90,20.56,thunderstorm with light rain
549,Gobabis,NA,-22.45,18.97,87.8,15,16,2.24,few clouds
550,Moerai,PF,-22.43,-151.33,78.28,88,99,11.41,overcast clouds
551,Yeovil,GB,50.94,-2.63,43.0,93,46,1.12,scattered clouds
552,Samarai,PG,-10.62,150.67,81.12,82,100,6.49,overcast clouds
553,Salym,RU,60.06,71.48,4.33,93,0,3.36,clear sky
554,Hobyo,SO,5.35,48.53,78.94,75,80,13.11,broken clouds
555,Owando,CG,-0.48,15.9,75.56,77,39,1.99,scattered clouds
556,Kazlu Ruda,LT,54.77,23.5,32.0,99,90,4.7,overcast clouds
557,La Libertad,EC,-2.23,-80.9,72.64,81,98,12.64,overcast clouds
558,Lincoln,US,40.8,-96.67,41.0,41,1,28.86,clear sky
559,Polis,CY,35.04,32.43,59.0,77,40,8.05,scattered clouds
560,Flinders,AU,-34.58,150.86,64.99,73,71,1.99,broken clouds
561,Nioro,GM,13.35,-15.75,78.76,32,100,8.01,overcast clouds
562,Villefranche-De-Rouergue,FR,44.33,2.0,46.99,86,0,2.24,clear sky
563,Muriwai Beach,NZ,-36.82,174.45,60.01,82,99,7.18,moderate rain
564,Mecca,SA,21.43,39.83,74.05,47,14,5.64,few clouds
565,Maibong,IN,25.3,93.17,58.98,74,0,0.81,clear sky
566,Fernley,US,39.61,-119.25,46.0,34,17,3.0,few clouds
567,Karratha,AU,-20.74,116.85,79.38,41,0,9.17,light rain
568,Sayyan,YE,15.17,44.32,52.92,63,1,2.84,clear sky
569,Tatarskaya Kargala,RU,51.95,55.17,19.4,92,75,4.47,broken clouds
570,Sawtell,AU,-30.38,153.1,71.6,64,90,18.34,overcast clouds
571,Alofi,NU,-19.06,-169.92,78.8,94,100,4.7,overcast clouds
572,Kieta,PG,-6.22,155.63,80.65,80,74,5.28,light rain
573,Ordzhonikidze,KZ,52.44,61.74,5.38,94,0,3.11,clear sky
574,Qui Nhon,VN,13.77,109.23,75.16,92,100,23.11,light rain
575,Porto Torres,IT,40.84,8.4,50.0,100,0,2.24,clear sky
576,Yarmouth,US,41.71,-70.23,52.0,50,1,11.41,clear sky
577,Umm Lajj,SA,25.02,37.27,73.15,49,0,13.96,clear sky
578,Wesselsbron,ZA,-27.85,26.37,73.67,27,0,2.04,clear sky
579,Den Helder,NL,52.96,4.76,34.0,100,0,1.12,mist
580,Alyangula,AU,-13.85,136.42,75.2,100,47,2.24,mist
581,Portland,US,45.52,-122.68,50.0,86,0,4.03,clear sky
582,Silver City,US,32.77,-108.28,55.99,20,1,6.93,clear sky
583,Puksoozero,RU,62.59,40.61,18.82,98,99,6.38,overcast clouds
584,Akdepe,TM,42.06,59.38,28.4,74,0,20.8,clear sky
585,Coari,BR,-4.08,-63.14,88.52,61,99,0.36,overcast clouds
586,Totness,SR,5.88,-56.32,81.88,78,77,11.16,moderate rain
587,Kjollefjord,NO,70.95,27.35,37.4,74,20,25.28,few clouds
588,Ust-Tsilma,RU,65.44,52.15,19.11,93,100,8.19,overcast clouds
589,Halifax,CA,44.65,-63.57,45.0,56,33,9.17,scattered clouds
590,Celestun,MX,20.87,-90.4,84.47,62,11,6.73,few clouds
591,Dire,ML,12.28,-10.97,81.84,27,92,3.44,overcast clouds
592,Klaksvik,FO,62.23,-6.59,44.6,75,54,21.92,broken clouds
593,Marawi,PH,8.0,124.29,73.99,89,96,3.0,overcast clouds
594,Beyla,GN,8.68,-8.63,76.55,63,53,2.95,broken clouds
595,Gorin,RU,51.2,136.67,9.19,95,98,1.12,overcast clouds
596,Magadi,IN,12.97,77.23,66.2,100,40,4.7,scattered clouds
597,Zermatt,CH,46.02,7.75,30.0,89,0,3.0,clear sky
598,Beyneu,KZ,45.32,55.2,33.57,89,97,20.13,overcast clouds
599,Cervo,ES,43.67,-7.41,42.01,100,100,3.0,overcast clouds
600,Santa Maria,BR,-29.68,-53.81,87.8,55,40,5.82,scattered clouds
601,Ovalle,CL,-30.6,-71.2,89.15,18,0,8.23,clear sky
602,Bonga,ET,7.28,36.23,59.27,88,0,1.57,clear sky
603,El Alto,PE,-4.27,-81.21,80.6,57,0,13.87,clear sky
604,Osmena,PH,10.52,119.93,82.02,80,5,19.48,clear sky
605,Rocha,UY,-34.48,-54.33,79.72,55,0,10.38,clear sky
606,Maldonado,UY,-34.67,-54.92,73.99,78,20,13.87,few clouds
607,Gijon,ES,43.54,-5.66,53.01,87,100,2.57,overcast clouds
608,Beya,RU,53.05,90.91,3.79,88,5,1.05,clear sky
609,Pangody,RU,65.85,74.49,11.7,93,100,16.67,overcast clouds
610,Acheng,CN,45.55,126.98,3.2,77,0,8.95,clear sky
611,Westport,US,41.14,-73.36,53.01,43,1,9.17,clear sky
612,Santa Marta,CO,11.24,-74.2,87.01,72,100,5.99,overcast clouds
613,Mahanoro,MG,-19.9,48.8,74.88,85,13,8.48,few clouds
614,Zhukovskiy,RU,55.6,38.12,37.4,93,90,15.66,light intensity drizzle
615,Camapua,BR,-19.53,-54.04,97.9,24,49,3.24,scattered clouds
616,Yeniseysk,RU,58.45,92.17,2.75,91,41,1.63,scattered clouds
617,Dubrovnik,HR,42.65,18.09,55.4,47,0,19.46,clear sky
618,Almaznyy,RU,48.04,40.05,41.0,100,90,17.9,light intensity drizzle
619,Tautira,PF,-17.73,-149.15,86.0,66,20,13.87,few clouds
620,Finnsnes,NO,69.23,17.98,42.8,75,75,29.97,light intensity shower rain
621,Suzhou,CN,31.31,120.62,43.0,81,97,6.85,overcast clouds
622,Sola,VU,-13.88,167.55,78.48,88,97,13.96,overcast clouds
623,Kaseda,JP,31.42,130.32,51.58,72,41,14.2,scattered clouds
624,Rawson,AR,-43.3,-65.1,60.78,33,8,10.8,clear sky
625,Amantea,IT,39.13,16.07,51.8,93,69,4.7,broken clouds
626,Severodvinsk,RU,64.56,39.83,17.6,92,90,2.24,overcast clouds
627,Sawakin,SD,19.11,37.33,76.84,61,25,9.69,scattered clouds
628,Nador,MA,35.17,-2.93,62.6,88,20,5.82,few clouds
629,Kirkwall,GB,58.98,-2.96,46.4,81,40,19.46,scattered clouds
630,Mikhaylovka,RU,50.06,43.24,35.01,82,1,8.99,clear sky
631,Lowestoft,GB,52.48,1.75,46.0,91,100,0.4,overcast clouds
632,Tilichiki,RU,60.47,166.1,0.88,91,0,8.86,clear sky
633,Prainha,BR,-1.8,-53.48,90.82,49,100,5.64,overcast clouds
634,Soavinandriana,MG,-19.17,46.73,66.42,85,90,2.28,light rain
635,Quzhou,CN,28.96,118.87,46.4,81,76,7.07,broken clouds
636,Talakan,RU,50.32,130.37,5.81,93,100,3.8,overcast clouds
637,Khani,GE,41.96,42.96,46.4,65,0,8.05,clear sky
638,Krasnaya Gora,RU,53.0,31.6,32.0,95,90,11.18,mist
639,Charters Towers,AU,-20.1,146.27,67.05,92,3,5.26,clear sky
640,Gravdal,NO,68.12,13.5,42.8,87,75,13.87,moderate rain
641,Pangnirtung,CA,66.15,-65.71,8.6,84,90,4.7,light snow
642,Haimen,CN,23.19,116.61,62.6,67,0,6.71,clear sky
643,Viramgam,IN,23.12,72.05,69.8,60,1,3.36,haze
644,Shetpe,KZ,44.17,52.12,31.75,89,100,21.07,overcast clouds
645,Brandfort,ZA,-28.7,26.46,66.2,52,0,2.24,clear sky
646,Hami,CN,42.8,93.45,23.99,84,98,4.54,overcast clouds
647,Saint-Pierre,RE,-21.34,55.48,73.4,78,0,4.7,clear sky
648,Lao Cai,VN,22.48,103.95,59.45,82,35,0.2,scattered clouds
649,Calella,ES,41.62,2.67,57.99,100,17,4.0,few clouds
650,Shelburne,CA,44.08,-80.2,48.99,76,83,13.04,broken clouds
651,Haines Junction,CA,60.75,-137.51,26.6,92,30,2.24,scattered clouds
652,Punta De Piedra,VE,7.62,-71.49,86.18,63,0,3.33,clear sky
653,Kraslava,LV,55.9,27.17,32.88,96,100,5.35,overcast clouds
654,Hay River,CA,60.82,-115.8,28.4,63,100,13.87,overcast clouds
655,Poronaysk,RU,49.22,143.12,18.5,89,60,8.59,broken clouds
656,Byron Bay,AU,-28.65,153.62,71.01,83,90,13.87,overcast clouds
657,Calvinia,ZA,-31.47,19.78,69.46,23,0,3.91,clear sky
658,Dwarka,IN,22.24,68.97,77.04,58,0,11.56,clear sky
659,Berbera,SO,10.44,45.01,79.27,74,6,6.35,clear sky
660,Amuntai,ID,-2.42,115.25,72.3,98,95,1.57,overcast clouds
661,Jaguarao,BR,-32.57,-53.38,83.12,61,0,10.58,clear sky
662,Oriximina,BR,-1.77,-55.87,91.76,48,43,6.2,scattered clouds
663,Alenquer,BR,-1.94,-54.74,89.6,66,20,10.29,few clouds
664,Saint-Paul,RE,-21.01,55.27,73.4,73,0,13.87,clear sky
665,Balkanabat,TM,39.51,54.37,42.17,66,100,24.85,moderate rain
666,Kyra,RU,49.58,111.98,4.32,85,2,3.89,clear sky
667,Jadu,LY,31.95,12.03,54.64,52,0,16.44,clear sky
668,Claveria,PH,18.61,121.08,75.15,81,98,18.75,overcast clouds
669,Sao Raimundo Nonato,BR,-9.02,-42.7,85.64,45,100,4.12,overcast clouds
670,Staraya Poltavka,RU,50.48,46.48,29.14,94,72,13.78,broken clouds
671,Vao,NC,-22.67,167.48,73.06,62,0,9.37,clear sky
672,Zdvinsk,RU,54.7,78.66,6.08,95,78,5.39,broken clouds
673,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,17.6,92,90,2.24,shower snow
674,Fukue,JP,32.69,128.84,52.23,74,2,22.88,clear sky
675,Pemangkat,ID,1.17,108.97,75.52,91,100,2.89,moderate rain
676,Half Moon Bay,US,37.46,-122.43,59.0,58,1,5.82,clear sky
677,Banda Aceh,ID,5.56,95.32,78.44,78,100,3.74,overcast clouds
